xray_detection,name,RA,DEC,ExpTime,ExiML_2RXS,DETML_XMMSL,f_2RXS,errf_2RXS,fden_2RXS,errfden_2RXS,f_XMMSL,errf_XMMSL,plate,MJD,fiberID,DR14_RUN2D,DR14_PLUG_RA,DR14_PLUG_DEC,redshift,CLASS_BEST,CONF_BEST,DR14_ZWARNING,DR14_SN_MEDIAN_ALL,norm1_mgII,errnorm1_mgII,peak1_mgII,errpeak1_mgII,width1_mgII,errwidth1_mgII,fwhm1_mgII,errfwhm1_mgII,norm2_mgII,errnorm2_mgII,peak2_mgII,errpeak2_mgII,width2_mgII,errwidth2_mgII,fwhm2_mgII,errfwhm2_mgII,norm3_mgII,errnorm3_mgII,peak3_mgII,errpeak3_mgII,width3_mgII,errwidth3_mgII,fwhm3_mgII,errfwhm3_mgII,norm_heII,errnorm_heII,peak_heII,errpeak_heII,width_heII,errwidth_heII,fwhm_heII,errfwhm_heII,norm1_hb,errnorm1_hb,peak1_hb,errpeak1_hb,width1_hb,errwidth1_hb,fwhm1_hb,errfwhm1_hb,norm2_hb,errnorm2_hb,peak2_hb,errpeak2_hb,width2_hb,errwidth2_hb,fwhm2_hb,errfwhm2_hb,norm3_hb,errnorm3_hb,peak3_hb,errpeak3_hb,width3_hb,errwidth3_hb,fwhm3_hb,errfwhm3_hb,norm4_hb,errnorm4_hb,peak4_hb,errpeak4_hb,width4_hb,errwidth4_hb,fwhm4_hb,errfwhm4_hb,norm1_OIII4959,errnorm1_OIII4959,peak1_OIII4959,errpeak1_OIII4959,width1_OIII4959,errwidth1_OIII4959,fwhm1_OIII4959,errfwhm1_OIII4959,norm2_OIII4959,errnorm2_OIII4959,peak2_OIII4959,errpeak2_OIII4959,width2_OIII4959,errwidth2_OIII4959,fwhm2_OIII4959,errfwhm2_OIII4959,norm1_OIII5007,errnorm1_OIII5007,peak1_OIII5007,errpeak1_OIII5007,width1_OIII5007,errwidth1_OIII5007,fwhm1_OIII5007,errfwhm1_OIII5007,norm2_OIII5007,errnorm2_OIII5007,peak2_OIII5007,errpeak2_OIII5007,width2_OIII5007,errwidth2_OIII5007,fwhm2_OIII5007,errfwhm2_OIII5007,norm_pl1,errnorm_pl1,slope_pl1,errslope_pl1,norm_pl2,errnorm_pl2,slope_pl2,errslope_pl2,norm_gal1,errnorm_gal1,norm_gal2,errnorm_gal2,norm_feII1,errnorm_feII1,norm_feII2,errnorm_feII2,width_feII1,errwidth_feII1,width_feII2,errwidth_feII2,r_feII,OIII_Hbeta_ratio,virialfwhm_mgII,errvirialfwhm_mgII,virialfwhm_hb,errvirialfwhm_hb,mgII_chi,hb_chi,l_2500,errl_2500,l_3000,errl_3000,l_5100,errl_5100,l_bol1,errl_bol1,l_bol2,errl_bol2,logBHMS_mgII,errlogBHMS_mgII,logBHMVP_hb,errlogBHMVP_hb,logBHMMD_hb,errlogBHMMD_hb,logBHMA_hb,errlogBHMA_hb,l_edd1,l_edd2,edd_ratio1,edd_ratio2,broad_Hb_fwhm_vi,narrow_Hb_fwhm_vi,narrow_OIII_A_vi,narrow_Hb_A_vi,Log(OIII/Hb)_vi
2RXS ,2RXS J135928.3+531743  ,209.86818,53.29532,605.48,21.0,-99.0,1e-14,1e-14,1.97696964009e-31,8.47910334791e-32,-99.0,-99.0,1044,52468,322,26     ,209.87392,53.287593,0.519,BLAGN ,3,0,17.09185,6.2998713,40032.622,2801.8395,8312.3672,35.595137,2052.8314,8330.3207,517825.77,9.5966622,40006.932,2798.6726,7818.6698,36.124852,779.05649,8473.366,197935.44,13.246818,2.3678839,2801.1035,0.8835747,10.537089,1.2373022,2017.1727,311.83579,0.65696082,0.1357112,4684.2029,5.09115,21.915711,5.7698403,2921.1225,869.57974,1.5923762,0.78013034,4864.1871,0.15525353,2.74601,0.21415878,30.866538,31.081648,2.3826954,0.70725743,4864.7461,1.4442455,9.4916918,3.0246287,1009.776,438.92511,3.111338,0.23521513,4886.6764,4.3408221,102.34069,5.6911933,14418.742,822.28217,2.585807,0.66552053,4867.8186,2.7421714,27.021135,5.1929931,3551.3531,753.11852,6.5968604,0.57676465,4961.4201,0.15525353,2.74601,0.21415878,30.261622,30.472515,3.0109288,0.54699144,4960.075,0.40718055,7.2237467,0.65054917,667.5769,92.591344,19.790581,1.730294,5009.7511,0.15525353,2.74601,0.21415878,29.969676,30.178535,9.0327864,1.6409743,5008.406,0.40718055,7.2237467,0.65054917,661.1348,91.69784,79131683.0,158137980.0,-1.8362864,0.25902968,1104513200.0,1160190300.0,-2.1761463,0.12866128,2.4017905,9.2387766,0.55200902,0.58478037,0.41615107,0.086478403,0.0,0.0,18.119751,2.3539825,1.0,0.0,0.0,0.2879914,4775.2656,705.53798,4396.9864,614.85012,1.202691,1.5100625,8.8685019e+40,2.847601e+40,5.3531618e+41,5.7317225e+39,1.588423e+41,2.8919969e+39,8.2706351e+45,8.8555114e+43,7.5014867e+45,1.3657745e+44,8.818591,0.10988631,8.6505784,0.12541246,8.5125174,0.12628224,8.6537491,0.1255706,8.561195e+46,5.8146262e+46,0.096606082,0.12901065,7812.598030312001,612.4316169978918,11.030125584002375,2.153029550733453,0.7095304665107249
2RXS ,2RXS J124606.6+280106  ,191.52776,28.01843,477.94,145.0,-99.0,5.86138164513e-13,2.86833203873e-13,2.40436279998e-31,9.53013342408e-32,-99.0,-99.0,2238,54205,449,26     ,191.52802,28.014552,0.5195,QSO   ,3,0,16.25603,4.4136391,0.33341583,2787.3911,2.1534082,38.416002,3.0707471,9087.936,777.75401,25.992475,0.57262152,2798.3569,0.15309272,6.7844118,0.17876749,1072.4436,45.098722,1.5796135,-0.0,2800.6303,-0.0,0.0,-0.0,0.0,0.0,2.2439133,0.075800649,4690.0,0.0,37.755654,1.4698941,5301.8026,221.25425,5.9631567,0.52404978,4862.8718,0.044209547,2.1634344,0.054610721,53.699308,7.9279977,4.1632594,0.0,4861.2818,0.0,0.0,0.0,0.0,0.0,9.7651742,0.31526118,4861.9303,0.25369206,10.712001,0.37225206,1187.5509,54.051418,3.6821502,0.23096193,4869.9316,1.2287669,37.192751,1.4633173,5024.3146,212.12987,15.821944,0.41799802,4960.1048,0.044209547,2.1634344,0.054610721,52.64664,7.7725851,3.4741824,0.38866742,4958.1025,0.2425842,5.4976849,0.24467701,422.07791,34.838236,47.465832,1.2539941,5008.4358,0.044209547,2.1634344,0.054610721,52.138604,7.6975803,10.422547,1.1660023,5006.4335,0.2425842,5.4976849,0.24467701,418.00327,34.501916,390324.29,163437.97,-1.2352955,0.052448145,12349816.0,3995974.1,-1.6866834,0.037967291,0.0,-0.0,0.0,0.0,0.33979469,0.036914109,0.020498511,0.028714344,1.0,-0.0,1.0,0.0,0.014830137,0.62875515,1916.5304,358.83275,1936.4007,229.29805,1.2765488,1.5711856,4.3963406e+41,1.3654357e+40,3.3246367e+41,3.7410776e+39,1.106455e+41,2.0985452e+39,5.1365638e+45,5.779965e+43,5.2253443e+45,9.91059e+43,8.0190043,0.13923733,7.8597425,0.10697231,7.7044079,0.10787838,7.8597725,0.10713705,1.3581498e+46,9.4120845e+45,0.37820305,0.55517397,2807.845263658715,413.84035488734503,39.38311409494126,7.9922511537061665,0.6926409306346711
2RXS ,2RXS J140203.2+561044  ,210.51366,56.17904,618.06,136.0,-99.0,7.24435960073e-13,2.1962491621e-13,2.69153480389e-31,7.51964503695e-32,-99.0,-99.0,1159,52669,205,26     ,210.51537,56.179965,0.5203093,QSO   ,3,0,19.522045,0.0,0.0,2751.8524,0.0,96.078476,0.0,23997.971,0.0,12.721736,0.84922641,2788.7148,1.3563588,34.665903,2.0221917,8134.2925,511.92886,38.571878,1.1682692,2799.2311,0.21889582,9.1384554,0.27650443,1665.791,69.733672,1.9665161,0.16764614,4685.7303,2.3196506,26.522225,2.6746255,3614.1929,402.966,10.205303,1.1980158,4862.5018,0.038831036,2.039714,0.05939393,71.66561,8.6230462,7.5081024,0.75195614,4861.732,0.53310627,8.1583257,0.90839538,816.78801,131.90536,13.215073,0.54955203,4866.1244,0.57817008,27.34278,0.945274,3599.2523,137.13713,2.2748809,0.22055239,4895.2668,7.0933654,105.11154,8.2340716,14793.031,1187.6472,31.650109,1.0260998,4959.7348,0.038831036,2.039714,0.05939393,70.260644,8.4539959,8.3663168,1.0009414,4959.7915,0.16664842,5.1675762,0.26855121,374.94781,38.224529,94.950326,3.0782994,5008.0658,0.038831036,2.039714,0.05939393,69.582584,8.3724095,25.09895,3.0028242,5008.1225,0.16664842,5.1675762,0.26855121,371.32937,37.855642,198937530.0,296001410.0,-1.9570676,0.19291533,28863466.0,22955557.0,-1.7219383,0.097726527,8.4706184,6.6793126,0.50435896,0.63481464,1.1359244,0.076365952,0.053649966,0.074813986,12.203604,0.9245791,15.560935,45.781476,0.014132465,0.47379321,2805.2009,478.92816,2953.9362,317.3444,1.0787387,1.0855923,8.3688303e+41,1.9693494e+40,5.544157e+41,5.6798989e+39,1.920506e+41,3.1202519e+39,8.5657228e+45,8.7754439e+43,9.0697819e+45,1.4735702e+44,8.4319531,0.12696542,8.3462952,0.096841614,8.2173036,0.097617775,8.3511148,0.096982734,3.514766e+46,2.8856158e+46,0.24370677,0.31431009,3628.6000330358675,422.3151896166452,45.976759012333034,5.085788829628851,0.9561800301943327
2RXS ,2RXS J152816.2+322256  ,232.06759,32.38248,369.01,147.0,-99.0,7.85235634608e-13,3.8157398245e-13,3.19153785506e-31,1.28559518664e-31,-99.0,-99.0,1387,53118,31,26     ,232.06924,32.382784,0.523,BLAGN ,3,0,19.764233,10.320051,0.0,2800.5448,0.0,0.0,0.0,0.0,0.0,20.564113,2.5355823,2801.0176,0.70720092,22.415396,1.5477892,5010.9957,390.10066,22.660913,2.7262378,2799.9337,0.38028202,8.6751419,0.72697959,1548.5561,183.29608,1.6271354,0.14503331,4686.813,3.6846407,33.766516,3.8126511,4704.5386,574.29743,6.3733979,0.75042012,4862.239,0.040752253,3.3611137,0.04896055,120.18693,7.108671,10.063622,2.9137621,4861.0591,1.3111514,16.582132,2.0669725,2040.2657,300.18084,4.2846328,4.4286072,4877.6586,16.545929,28.161988,9.6294489,3709.3075,1393.7541,3.9195616,2.8167053,4867.3781,5.9654979,53.780043,12.855358,7432.7467,1864.5443,23.662892,0.32552305,4959.472,0.040752253,3.3611137,0.04896055,117.8306,6.9693019,1.1606698,0.20497299,4960.1052,1.3535328,13.488013,1.4019623,1559.1476,199.53766,70.988676,0.97656914,5007.803,0.040752253,3.3611137,0.04896055,116.69341,6.9020402,3.4820093,0.61491896,5008.4362,1.3535328,13.488013,1.4019623,1544.102,197.61213,4843182600.0,6068770900.0,-2.3344482,0.16220173,452190300.0,430741380.0,-2.0651285,0.11638508,1.6915166,6.2930602,2.7414899,0.58173329,0.71066335,0.07382252,0.57508872,0.085028874,15.236771,1.3175684,50.528558,2.3762236,0.20142823,0.54942405,3212.062,501.22278,3385.6179,290.11488,1.9770588,1.2253245,1.0103455e+42,1.7455494e+40,6.3685374e+41,5.5091326e+39,1.7260221e+41,2.9903733e+39,9.8393905e+45,8.5116101e+43,8.151312e+45,1.4122337e+44,8.5678121,0.1160413,8.4415842,0.078192014,8.307492,0.079019684,8.4454764,0.0783425,4.8056865e+46,3.5935816e+46,0.20474474,0.22682974,3486.6649977300654,522.1636732144171,32.129511262079525,2.9709477482670636,1.0340091056442027
2RXS ,2RXS J123515.8+222604  ,188.81601,22.43445,448.53,115.0,-99.0,1e-14,1e-14,1e-33,1e-33,-99.0,-99.0,2647,54495,160,26     ,188.81481,22.433717,0.5233,QSO   ,3,0,24.923777,7.8944032,3.0932173,2794.7858,2.4943182,43.710998,5.8406038,10401.396,1475.354,12.917699,3.3765689,2800.2276,0.6102913,8.7625647,1.3341764,1570.4336,336.35555,26.448746,2.7484948,2798.69,0.64835324,20.574621,2.183253,4550.8356,550.71701,1.1487792,0.13512843,4684.0263,2.2586032,17.348774,2.4586811,2232.9227,370.56392,3.4703009,0.48686592,4862.5784,0.066159031,2.2929139,0.081292778,34.9045,11.802222,8.6965858,0.20260173,4873.4508,0.64880651,22.248708,0.7148161,2855.9254,103.54738,2.7641506,0.15195929,4899.8277,4.778351,98.525415,4.6951323,13830.345,676.59963,3.432526,0.25572077,4830.0,0.0,21.087963,1.5284651,2711.962,223.40188,10.760384,0.3817943,4959.8114,0.066159031,2.2929139,0.081292778,34.220226,11.570849,4.1301941,0.32630754,4956.3891,0.36113243,5.8500038,0.24750512,472.40595,35.25311,32.281151,1.1453829,5008.1424,0.066159031,2.2929139,0.081292778,33.889984,11.459185,12.390582,0.97892263,5004.7201,0.36113243,5.8500038,0.24750512,467.84389,34.912667,27432401000.0,0.0,-2.5527581,0.0013161027,784384570.0,648007230.0,-2.137619,0.10095359,5.2297924,1.1983965,1.1016209,0.4531503,1.019895,0.066911195,1.5206691,0.09280132,19.68808,0.66180207,54.835003,0.77266793,0.4966295,0.26823622,4496.8869,593.52648,5100.0109,362.83026,0.96752031,1.2482144,1.0634505e+42,1.6230516e+40,6.3550896e+41,4.5245222e+39,1.7244113e+41,2.3432453e+39,9.8186136e+45,6.9903869e+43,8.1437049e+45,1.106621e+44,8.8174472,0.098149868,8.7972477,0.064744939,8.6631109,0.065394103,8.8011319,0.064862969,8.5386754e+46,8.1506285e+46,0.11498989,0.099915055,5128.174536484371,457.4479064145657,19.281377402779263,1.3682675020172896,1.1489670432759604
2RXS ,2RXS J125730.8+354314  ,194.37871,35.72082,538.64,52.0,-99.0,8.64967918774e-13,2.54469964691e-13,3.20626932446e-31,8.76924538807e-32,-99.0,-99.0,2031,53848,153,26     ,194.37591,35.722271,0.525,QSO   ,3,0,20.96897,2.8481172,1249.5298,2802.7099,253.20916,36.905064,759.01526,8657.6831,191185.27,9.0802558,1243.2518,2801.6608,68.847514,33.274139,272.87416,7746.0112,68758.588,38.300902,7.5129164,2801.5305,0.39773423,15.28211,1.0680899,3212.5624,269.14823,1.3496363,0.27130308,4685.0464,0.64917441,2.8380052,0.66924482,45.908904,100.84388,3.3453946,0.47203958,4860.9252,0.068138739,1.8999886,0.082365483,91.981331,11.962026,6.2259274,6.5921642,4863.2407,3.5966,24.090885,5.1204644,3129.3352,743.29998,1.1505506,0.21277852,4900.0,0.0,117.60704,14.567444,16579.005,2098.7742,3.4761028,5.1305262,4887.8085,40.201095,32.036917,10.277491,4261.2696,1484.8151,8.2647117,0.34421615,4958.1582,0.068138739,1.8999886,0.082365483,90.177512,11.727442,1.4099634,0.27894559,4955.1974,0.77377699,4.9549592,0.51568316,345.0043,73.468392,24.794135,1.0326485,5006.4892,0.068138739,1.8999886,0.082365483,89.306968,11.614229,4.2298902,0.83683676,5003.5284,0.77377699,4.9549592,0.51568316,341.67177,72.758732,104399170000.0,-0.0,-2.7488694,0.0014552871,147597730.0,121113380.0,-1.9633978,0.10085494,2.8720494,1.1958816,0.84035902,0.40785877,0.94750884,0.062667962,1.005573,0.052225334,14.883855,0.85277732,51.11365,0.98413511,0.4424222,0.16889577,4454.0594,525.82293,4526.4909,312.34843,1.0178229,1.1431553,9.283045e+41,1.4028698e+40,5.1860962e+41,4.336468e+39,1.4028649e+41,2.0763127e+39,8.0125187e+45,6.6998432e+43,6.6251699e+45,9.8055946e+43,8.758776,0.087800768,8.6488163,0.063150611,8.5048208,0.063857669,8.650908,0.063279167,7.4596651e+46,5.7910817e+46,0.10741124,0.11440298,4356.788475039708,343.0535225856279,16.87614144878338,2.043275618582324,0.9169462039928055
2RXS ,2RXS J162531.4+270543  ,246.38094,27.09545,581.58,134.0,-99.0,2.49459472694e-12,4.29557650899e-13,8.85115609817e-31,1.50026556846e-31,-99.0,-99.0,1408,52822,193,26     ,246.37787,27.096205,0.526,BLAGN ,3,0,9.963776,4.263759,0.87110781,2731.0278,1.004042,4.3306693,1.0157047,464.60254,262.55474,25.782603,1.5465911,2799.1945,0.60268433,26.427601,1.062346,6026.1381,267.92698,16.221766,1.7298828,2792.9585,0.60778429,9.5399723,0.81915086,1771.0209,207.0516,2.0143775,0.23643834,4682.2523,0.9300585,7.2729209,0.94015177,714.6019,141.74959,3.7945863,0.60234997,4861.1524,0.085412074,3.0470138,0.11019213,74.598865,16.002571,3.0367659,0.77781815,4854.7052,1.9940341,12.214009,2.2702097,1407.736,330.12788,2.8785391,0.78538469,4830.0,0.0,21.765342,2.282085,2810.9682,333.55167,3.9420114,0.34488063,4886.5447,9.2909125,35.270676,5.931367,4729.5516,856.94956,10.679929,0.36384565,4958.3854,0.085412074,3.0470138,0.11019213,73.135995,15.688764,2.1787948,0.28101312,4958.8523,0.54602344,10.121167,0.75642451,1080.2271,107.68696,32.039787,1.091537,5006.7164,0.085412074,3.0470138,0.11019213,72.429997,15.537316,6.5363845,0.84303936,5007.1833,0.54602344,10.121167,0.75642451,1069.8004,106.64753,83089476.0,200754300.0,-1.9188925,0.31307374,6024365600.0,13439733000.0,-2.4656334,0.2726376,1.8640578,6.1059579,2.4305084,0.54891742,0.41996692,0.058333104,0.0,0.0,1.0000079,1.9818607,1.0,0.0,0.0,0.65422801,4496.8869,598.62148,4902.6707,360.30258,1.2970489,1.3802317,4.8322657e+41,1.3149567e+40,3.1006506e+41,5.1467031e+39,7.2367722e+40,3.0635715e+39,4.7905053e+45,7.9516564e+43,3.4176381e+45,1.4468023e+44,8.6354325,0.099065153,8.574423,0.073026283,8.3988056,0.075048655,8.5707653,0.073393987,5.6153379e+46,4.8793993e+46,0.085311077,0.07004219,6454.958562169301,621.2644732442149,19.911749649917798,2.697248339158564,0.8681884889069656
2RXS ,2RXS J101540.7+594447  ,153.91982,59.74652,602.56,266.0,-99.0,1.68655302538e-12,2.54332852203e-13,5.9566214352e-31,8.82495037509e-32,-99.0,-99.0,559,52316,387,26     ,153.92143,59.745936,0.527,BLAGN ,3,0,15.233085,5.2380786,33.76033,2782.963,215.38139,34.495289,56.416951,8107.8245,14325.1,3.2676275,46.234648,2817.5634,126.26252,28.182796,53.605621,6426.6255,13434.295,12.248268,2.186343,2798.9285,0.5907002,10.259545,1.1008876,1948.737,277.67072,2.2641905,0.34986765,4686.545,0.30667291,1.7781523,0.31131747,113.75663,46.895281,4.7435279,0.43149161,4861.8037,0.037760021,1.9554388,0.050019046,83.91306,7.2630061,3.4002199,3.5112256,4859.7516,2.3557313,23.082172,6.8571804,2985.0502,996.11709,1.8368456,0.32567442,4850.9296,7.2208545,121.77265,11.000963,17352.935,1601.1819,1.8144558,3.3945516,4857.0359,6.0673136,37.89949,22.673107,5140.3771,3295.4822,13.508583,0.32498638,4959.0367,0.037760021,1.9554388,0.050019046,82.267757,7.1205986,1.6756324,0.25482308,4959.7085,0.44010773,6.5396327,0.67693233,570.2505,96.353522,40.525748,0.97495914,5007.3677,0.037760021,1.9554388,0.050019046,81.473711,7.0518708,5.0268972,0.76446923,5008.0395,0.44010773,6.5396327,0.67693233,564.7472,95.423645,44940097.0,92883223.0,-1.8314851,0.26757982,352647990.0,520010990.0,-2.1010722,0.17965296,3.36045,5.5479042,1.1547902,0.47410758,0.41402498,0.058000344,0.31649365,0.062139135,20.729106,1.2375665,49.257371,3.7220732,0.1485669,0.2949283,3640.337,626.9792,4958.1726,418.35422,1.0732874,1.2159521,4.9635138e+41,1.1551309e+40,3.3576319e+41,4.2284399e+39,9.9970426e+40,2.5283989e+39,5.1875414e+45,6.5329398e+43,4.7212035e+45,1.1940617e+44,8.4985165,0.12809574,8.6543642,0.078780809,8.4941827,0.079989046,8.6535129,0.079000488,4.0969427e+46,5.8655335e+46,0.12661982,0.080490606,6491.9850931186265,360.77760360317404,30.63174336536189,3.896920970490278,0.895450116413672
2RXS ,2RXS J113635.9+063109  ,174.14968,6.51928,427.57,63.0,-99.0,1.32434153519e-12,5.16430466273e-13,5.12861383984e-31,1.7579091235e-31,-99.0,-99.0,1619,53084,60,26     ,174.14981,6.520459,0.528,QSO   ,3,0,28.826843,11.984918,10.793903,2825.4792,32.258558,27.730044,11.234817,6295.4991,2807.9841,15.282753,14.831883,2779.7538,26.470255,24.538999,9.9727846,5588.646,2533.2869,44.827658,8.1729101,2800.303,0.61180439,11.67762,0.95895973,2305.2777,241.75459,2.3822689,0.19253154,4686.4724,3.177493,36.257719,3.7074517,5080.1486,558.49093,4.4098142,1.0087716,4861.9687,0.088988846,2.0037079,0.14873382,76.901552,21.596133,6.9486328,1.1384606,4862.6007,1.1200424,16.2265,2.0897256,1987.9878,303.38882,16.050346,1.0106023,4868.2671,1.2370303,40.988089,2.0412645,5576.4021,296.01129,4.1348209,0.58382429,4900.0,0.0,109.24443,9.0720997,15374.18,1307.0439,10.536634,0.94104418,4959.2017,0.088988846,2.0037079,0.14873382,75.393775,21.172707,6.8611793,0.93774701,4959.0813,0.18384718,5.1604918,0.35307655,373.99299,50.262731,31.609903,2.8231325,5007.5327,0.088988846,2.0037079,0.14873382,74.6661,20.968355,20.583538,2.813241,5007.4123,0.18384718,5.1604918,0.35307655,370.38325,49.777601,2608295300.0,2563082200.0,-2.1544559,0.12725054,3850405100.0,2265190300.0,-2.2071699,0.071953807,1.2840499,11.346201,1.069788,0.8452117,1.090776,0.11836215,1.2286159,0.10756791,17.472031,0.95670431,39.250554,2.786005,0.17550007,0.13772185,3790.2332,564.07742,5248.016,379.71624,1.3553794,0.85705635,2.1888131e+42,1.9460917e+40,1.4787207e+42,8.4976182e+39,4.4323897e+41,3.9422636e+39,2.2846235e+46,1.312882e+44,2.0932404e+46,1.8617734e+44,8.9045284,0.110662,9.0270944,0.064777593,8.9380573,0.065202492,9.0391785,0.064854848,1.0434503e+47,1.3836866e+47,0.21894896,0.15127995,5492.268757486347,502.47866344364525,9.681223323357829,1.130858482226926,0.932521978513588
2RXS ,2RXS J114508.8+183858  ,176.28687,18.64964,447.25,58.0,-99.0,1e-14,1e-14,1e-33,1e-33,-99.0,-99.0,2509,54180,244,26     ,176.2868,18.65084,0.5301,QSO   ,3,0,29.114777,5.0521579,0.0,2869.6568,0.0,0.0,0.0,0.0,0.0,33.02986,3.0301064,2799.5853,0.7006845,29.761294,1.4137059,6865.9372,356.49121,69.353497,2.8514959,2801.5094,0.22016154,11.756425,0.38380278,2324.1431,96.715311,2.0769875,0.19497649,4690.0,0.0,28.368684,3.0696868,3888.8389,462.06137,5.6282127,0.86199319,4861.4279,0.09037318,2.8026801,0.11315789,39.11347,16.43234,19.497062,1.7700484,4865.4354,0.75795262,20.123185,1.0064761,2552.2246,146.03662,3.9262819,1.6391388,4889.8203,11.36306,34.879138,5.9360144,4669.856,857.06802,4.2562148,0.52268384,4900.0,0.0,111.60186,8.4312049,15713.821,1214.7083,12.959341,0.55060019,4958.6609,0.09037318,2.8026801,0.11315789,38.346505,16.110123,4.8997575,0.49722459,4954.9072,0.48088577,6.8092926,0.34761782,609.22325,49.527368,38.878022,1.6518006,5006.9919,0.09037318,2.8026801,0.11315789,37.976357,15.954617,14.699272,1.4916738,5003.2382,0.48088577,6.8092926,0.34761782,603.33818,49.048935,336494820000.0,0.0,-2.7693297,0.00096230343,2946106900.0,2002191300.0,-2.2099519,0.083239681,5.2768389,2.1157103,1.6409373,0.75133957,2.3621204,0.10727339,1.9302163,0.091034701,16.427075,0.50244798,40.557682,1.0049412,0.33674782,0.20494373,3725.992,513.09429,3638.46,310.41701,1.1556939,0.8711977,2.5840145e+42,2.0649672e+40,1.4607133e+42,8.255213e+39,3.4761197e+41,3.6657212e+39,2.2568021e+46,1.2754304e+44,1.6416323e+46,1.7311735e+44,8.8887109,0.10239668,8.6561677,0.076394175,8.5555208,0.076897957,8.6661409,0.076485772,1.0061304e+47,5.8899422e+46,0.22430513,0.2787179,3295.3612544918306,544.4670333564909,12.818808431202918,1.389690451765818,0.9649295837440809
2RXS ,2RXS J133512.7+200756  ,203.80314,20.13238,418.53,169.0,-99.0,1e-14,1e-14,3.40408189696e-31,1.50499686449e-31,-99.0,-99.0,2641,54230,570,26     ,203.80697,20.133166,0.5303,QSO   ,3,0,29.3606,0.81332358,0.50002458,2875.0,0.0,100.0,0.0,23932.975,0.0,0.89368681,0.0,2789.1661,0.0,0.0,0.0,0.0,0.0,45.171509,1.0912022,2798.9965,0.22453769,18.618743,0.24900281,4057.0297,62.803833,1.800827,0.13897926,4675.0,0.0,26.879407,2.6245165,3676.4252,396.32012,15.627048,0.7323912,4863.2324,0.03917541,2.7530228,0.04533624,31.890602,6.5811063,7.611026,1.7720606,4890.7325,6.580478,21.324019,3.0594697,2712.3588,441.63705,14.077197,1.7399416,4850.7152,3.620027,21.023124,1.58459,2690.9439,230.62481,3.641896,0.26868459,4899.9872,4.4475513,107.27149,6.0961453,15089.971,878.39851,31.436648,0.5624428,4960.4654,0.03917541,2.7530228,0.04533624,31.265495,6.4521062,5.3378751,0.4703058,4956.7847,0.38615857,6.2890289,0.24424132,534.89527,34.785465,94.309943,1.6873284,5008.7964,0.03917541,2.7530228,0.04533624,30.963807,6.3898484,16.013625,1.4109174,5005.1157,0.38615857,6.2890289,0.24424132,529.73015,34.449565,39022581.0,23997497.0,-1.6920231,0.079756136,8672724700.0,7230790900.0,-2.3716362,0.10191373,4.514056,5.1976299,0.86223882,0.65105123,1.2370128,0.11386696,1.5621197,0.079331558,16.896727,0.80107154,44.704377,0.97893381,0.31941172,0.4040055,4743.145,505.64459,5124.6784,335.75087,1.2155498,1.0382345,1.3352902e+42,1.1085054e+40,9.2360968e+41,5.4422882e+39,2.5635438e+41,3.2589551e+39,1.426977e+46,8.4083355e+43,1.2106592e+46,1.5390742e+44,8.9519098,0.079276456,8.8875387,0.059667544,8.7723439,0.060274861,8.8948669,0.059777965,1.1637323e+47,1.0034184e+47,0.12262072,0.12065348,4992.410589670123,454.0776194955768,36.30517140866275,4.966178299809994,0.8639461836497825
2RXS ,2RXS J140546.8+295910  ,211.4453,29.98615,459.21,51.0,-99.0,1e-14,1e-14,1e-33,1e-33,-99.0,-99.0,2122,54178,564,26     ,211.44403,29.979977,0.531,QSO   ,3,0,13.998444,6.0799049,0.93173776,2793.596,1.7143584,32.597513,3.3234508,7597.3859,839.8675,12.909831,2.0534407,2799.1317,0.5372575,11.165151,1.2969523,2176.9945,327.09917,8.4047673,2.1525699,2798.1097,0.46503484,4.3852177,0.83512624,467.2266,210.70064,0.88444061,0.13803327,4686.1805,1.507478,8.6925125,1.5476016,927.85956,233.14116,4.880751,0.44941235,4862.6393,0.058000033,3.030808,0.083927082,72.223302,12.184522,1.110223e-16,0.0,4861.373,0.0,12.781102,0.0,1488.1571,0.0,3.5569219,0.29635464,4861.087,0.70919291,13.190962,1.2116514,1547.7671,175.9637,3.5783973,0.24245302,4870.6674,1.4927987,43.716018,1.9196758,5969.0416,278.24491,11.143373,0.3574845,4959.8723,0.058000033,3.030808,0.083927082,70.807441,11.945657,3.471857,0.35085579,4958.1091,0.2659431,7.5626317,0.34091742,716.09353,48.541332,33.43012,1.0724535,5008.2033,0.058000033,3.030808,0.083927082,70.124124,11.830377,10.415571,1.0525674,5006.4401,0.2659431,7.5626317,0.34091742,709.18053,48.072725,4758555400.0,9578193700.0,-2.4456801,0.26037073,30082038.0,34404472.0,-1.8283692,0.14064652,2.3615996,4.0378328,0.21126815,0.38967972,0.52793546,0.043178183,0.11920513,0.035394382,9.1912362,1.3906466,8.1890939,11.877952,0.10211799,0.82554725,2451.874,517.89055,3219.1121,333.87355,1.2776043,1.2487093,4.8401814e+41,8.6780216e+39,2.7480764e+41,3.5098088e+39,8.9052471e+40,2.2954651e+39,4.2457782e+45,5.4226547e+43,4.2055921e+45,1.0840564e+44,8.1538525,0.15707977,8.2540803,0.095684118,8.088374,0.096915528,8.2522246,0.09590801,1.8526604e+46,2.3335851e+46,0.22917196,0.18022021,5010.923855144785,602.3253249838622,40.711851167327275,6.8443219210130355,0.7743904219080954
